company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored
POST OAK HOSPITALITY GROUP LP,Other,,PEARLAND,TX,77584,(832) 230-8100,2018,7,Taseer A. Badar,,,,,,,,,,
POST SANDSTONE PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2022,3,"Jason Post, PREG Management, LLC, Post Sandstone MM, LLC",,9923125,9923125,Series A,17-11-2022,,,,,
POST SCRIPT MEDIA INC,Other,,Boston,MA,02109-5002,(603) 801-6741,2021,4,"Robert Clavenna, Stephen Lacey",Gabriel Kra,2000000,2000000,Pre-Seed,23-02-2022,,,,,
POST STELLA SIERRA PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2022,3,"Jason Post, LLC PREG Management,, LLC Post Stella Sierra MM,",,3215001,3215001,Seed,18-02-2022,,,,,
POST TX I PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2023,2,Jason Post,,26508525,26508525,Series B,12-09-2023,,,,,
POST VISTRIA AVENUES OF KENNESAW PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2025,0,"Jason Post, LLC PREG Management",,2729585,2729585,Seed,26-03-2025,,,,,
POST VISTRIA ORCHARD PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2025,0,"Jason Post, LLC PREG MANAGEMENT,",,1651088,1651088,Pre-Seed,15-08-2025,,,,,
POSTEA GROUP INC,Other Technology,,CAMBRIDGE,MA,2142,(617) 945-0117,,,"Desmond J. Goh, Elmar J. Toime, John J. Meagher, Michael J. Murphy","Mark J. Johnson, Jr., Wolfgang J. Baier",10000000,10000000,Series A,24-02-2015,,,,,
POSTERA INC,Biotechnology,postera.com,SAN FRANCISCO,CA,94111,(484) 571-8588,2019,6,"Aaron Morris, Alpha Lee, Matthew Robinson",,27530000,27530000,Series B,31-12-2021,,,,,
POSTEROS INC,Other Technology,posteros.ai,MARBLEHEAD,MA,1945,(203) 943-9268,2022,3,"Balaji Chellappa, Lawrence Egan",,1500000,1500000,Pre-Seed,11-12-2024,,,,,
POSTEVENT INC,Other Technology,postevent.com,SAN FRANCISCO,CA,94107,(650) 223-5755,2024,1,"Charles Deane, Yang Fan Yun",,6599999,2999999,Pre-Seed,21-01-2025,,,,,
POSTIE INC,Other,postie.com,LOS ANGELES,CA,90066,(310) 880-9993,2017,8,"David Fink, Jonathan Neddenriep",,3500000,3500000,Seed,14-07-2017,,,,,
POSTITPLAYIT INC,Other Technology,postitplayit.com,ADDISON,TX,75001,(214) 280-8214,2018,7,"Andrew Eckman, Charles Reinert",,1590645,1590645,Pre-Seed,24-09-2018,,,,,
POSTMATES INC,Other Technology,postmates.com,SAN FRANCISCO,CA,94107,(415) 939-0318,2011,14,Bastian Lehmann,"Lee Fixel, Nabeel Hyatt, Scott Banister, Sean Plaice",81250001,81250001,Series C,12-06-2015,,,,,
POSTPROCESS TECHNOLOGIES INC,Other Technology,,BUFFALO,NY,14214,(866) 430-5354,2017,8,"Daniel Hutchinson, James Kent, Jeff Mize, Jeffrey Mize","Charles E. Lannon, Dan E. DiPofi, Matthew A. Ray, Sam E. Heleba, Ulf Ivarrson, Usama A. Fayyad",72122027,17735527,Series B,08-07-2024,,,,,
POSY LLC,Other,posy.io,Los Angeles,CA,90036,(888) 690-7775,2014,11,Michael Lewis,,3000000,3000000,Pre-Seed,10-05-2018,,,,,
POTAMUS HOLDINGS LLC,Other Technology,potamus.ai,BOSTON,MA,2210,(617) 855-8722,2012,13,"Eric Pritchett, Kristin Linnell, Paul Govereau, Timothy J. McCooey","Cliff Friedman, Clifford J. Friedman, James J. Pallotta, Peter Monaco, Stuart D. Porter, Stuart Porter",52357967,22357967,Series A,10-05-2018,,,,,
POTATO DATA INC,Other Technology,potato-data.com,IRVINE,CA,92606,(713) 510-0430,2018,7,WEI HUANG,,,,,,,,,,
POTBOTICS INC,Other Technology,,PALO ALTO,CA,94303,(650) 837-0420,2014,11,"Boris Goldstein, Yuriy Y. Shirokikh",,3500000,3500000,Seed,12-08-2014,,,,,
POTENTIA WORKFORCE LLC,Business Services,potentiaworkforce.com,THE WOODLANDS,TX,77375,(713) 357-3312,2018,7,Jeffrey Nelson Miller,,1000000,1000000,Pre-Seed,11-09-2023,,,,,
POTENZA THERAPEUTICS INC,Pharmaceuticals,potenzatherapeutics.com,BOSTON,MA,2116,(617) 425-9215,2013,12,"Cynthia Seidel-Dugan, Daniel Hicklin, David Cordo, James Wescott, Reid Leonard","Arnold Oronsky, Luke Evnin, Phil Gutry, Sakae Asanuma, Shunichiro Matsumoto",43000000,5000000,Series A,19-12-2017,,,,,
POTKU LLC,Other,potku.com,NEW YORK,NY,10019,(212) 380-4306,2017,8,"Gerald Goehring, Michael F. Mitri",,,,,,,,,,
POTLIKKER CAPITAL INC,Investing,potlikkercapital.com,NEWFIELD,NY,14867,(800) 319-5660,2020,5,Mark Watson,,50000000,50000000,Series A,21-12-2022,,,,,
POTRERO MEDICAL INC,Biotechnology,potreromedical.com,Hayward,CA,94545,(888) 635-7280,2012,13,"Daniel Burnett, Joe H. Urban, Joe Urban, Rich Keenan, Sanjay Banerjee, Todd Dunn","Alan Chesler, Andrew Offer, Carter Meyer, Chad Zaring, Christopher Dewey, Colby Wood, Daniel Burnett, David Greenberg, Frederic H. Moll, George Rapier, Jay H. Watkins, Mark Goldwasser, Maurice Ferre, Ramachandra Reddy, Urban Joe",132582685,5500000,Seed,28-08-2025,,,,,
POTTER PARENT HOLDCO LLC,Other,,SAN FRANCISCO,CA,94111,(415) 217-7400,2017,8,"BERNARD J. LEARS, KELLY J. ROMANO, MARK J. LEVY, ROBERT E. GRADY, WES WILLIAM LUCAS","FELIX J. PARK, SOHRAB ROB SALEK",125599070,125599070,Series D+,19-12-2017,,,,,
POW AUDIO,Other Technology,,BOXFORD,MA,1921,(508) 395-5473,2017,8,"Glen V. Walter, James Pagos, James V. Pagos, John B Stone, John B. Stone, Michael V. Reilly",,6400000,2900000,Pre-Seed,25-03-2019,,,,,
POWELL MANSFIELD INC,Biotechnology,powellmansfield.com,SAN DIEGO,CA,92108,(619) 884-8049,,,Perry Mansfield,"Christopher Studer, Wayne Kay",1175000,1175000,Pre-Seed,27-11-2017,,,,,
POWER 1 ENERGY CO,Other Energy,,CHICAGO,IL,60654-5229,(312) 878-8569,,,"Edward Jenks, Katherine Widmar","Fred Bonewell, Richard Thum, Robert Seigler",3500000,3500000,Pre-Seed,12-04-2023,,,,,
POWER DESIGN HOLDINGS LLC,Other Technology,,DALLAS,TX,75201,(214) 220-4800,2014,11,"Jeff Baker, Joseph O'Neil, Ryan Shultz","Bill Nutter, Keith Schenk, Tuan Tran",41871706,29621706,Series B,21-05-2018,,,,,
POWER FUND HOLDINGS LLC,Other,,DORCHESTER,MA,2125,(617) 388-9015,2021,4,"CALEB DEROSIERS, MICHAEL P. MCNEIL, SEAN POWER, WILLIAM P. FORRY",,2000000,2000000,Pre-Seed,09-11-2022,,,,,
POWER IT PERFECT INC,Other Energy,,HURST,TX,76054,(719) 761-1869,2014,11,"Drew Thacker, George Critz III, John Lowther, Ken Napier",,,,,,,,,,
POWER LIFE SCIENCES INC,Other Health Care,,SAN FRANCISCO,CA,94107,(415) 316-2439,2021,4,"Brandon Li, Michael Gill",,18954927,12000000,Series A,07-12-2023,16,0,100,102512.5,"['Sr. Manager, Product Commercialization', 'Associate Systems Engineer']"
POWER ORBITAL INC,Manufacturing,powerorbital.com,REDONDO BEACH,CA,90277,(858) 652-8188,2018,7,Lenka Somolova,,7100000,7100000,Series A,31-10-2018,,,,,
POWER PLAYER INC,Computers,power-player.com,BUFFALO,NY,14207,(716) 572-7787,2014,11,"Brendan Staub, Dave Mason, Steven Kull","Joe Gannon, Kevin Krueger",,,,,,,,,
POWER PROBE TEK LLC,Other Technology,powerprobetek.com,BREA,CA,92821,(714) 990-9443,2015,10,"Jackie Ip, Jeff Whisenand, Manny Occiano",,6900000,6900000,Series A,01-01-2016,,,,,
POWER-SONIC HOLDINGS LLC,Other,power-sonic.com,SAN DIEGO,CA,92154,(619) 661-2020,2017,8,James Mannebach,,35425000,35425000,Series B,21-11-2017,,,,,
POWER8 TECH INC,Other,power8.com,LOS GATOS,CA,95032,(530) 632-0894,2022,3,"Chih Cheng Tai, Jui Chi Hsu, Lien Chun Ding",,5000060,5000060,Pre-Seed,15-04-2023,,,,,
POWERED VENTURES INC,Other Technology,powered.com,SAN FRANCISCO,CA,94114,(424) 317-7400,2018,7,"Brian Le, Jiahao Lin",Jenny Fleiss,13339142,13339142,Series A,29-07-2021,,,,,
POWERHIVE INC,Other Technology,powerhive.com,BERKELEY,CA,94710,(646) 675-4240,2011,14,"Christopher Hornor, Rik Wuts","Danny Kennedy, John Lefebvre, Kiyoshi Fukui, Louise Soubrier, Marc van Gerven, Max Gardner, Richard Romero, Tim Woodward",18779997,3000000,Pre-Seed,23-03-2022,,,,,
POWERHOUSE DYNAMICS INC,Energy Conservation,powerhousedynamics.com,NEWTON,MA,2458,(617) 340-6582,2010,15,Martin Flusberg,"Andree-Lise Methot, Bradford Higgins, Bruce Bedford, Gina Domanig, Michael Smith, Ron Rubbico, Ronald Rubicco, Scott Dupcak, Tim Curran, Zaid Ashai",29700000,4600000,Pre-Seed,18-10-2016,,,,,
POWERHOUSE HOLDING CORP,Other,powerhouse.com,BOSTON,MA,2115,(203) 992-1344,2016,9,"Frank J. Pados, Jr., James J. Monaco, James P. Monaco, James Roy, John J. O'Hayre, Joseph J. Tinney, Jr., Kenneth Roy, Jr., Michael J. Hompesch, Michael P. Hompesch, Michael P. Kmiec, Thomas J. Caracciolo, Todd J. Roy","Andrew J. Tatman, Andrew P. Tatman, Jason P. Ciavarro, John P. DiMarco, Jr., Todd P. Roy, Tyson J. Smith, Tyson P. Smith",45666100,8500000,Series A,18-05-2018,,,,,
POWERIT HOLDINGS INC,Other Technology,powerit.com,Seattle,WA,98104,(206) 467-3030,,,"Kevin Klustner, Leon Suh","Bernardo Llovera, Eric Emmons, Peter Mills, Rob Day",2000000,2000000,Pre-Seed,08-04-2014,,,,,
POWERLATTICE TECHNOLOGIES INC,Other Technology,,CAMAS,WA,98607-7475,(508) 308-6236,2023,2,"GANG GEN, GANG REN, PENG ZOU, SUJITH DERMAL","PAT GELSINGER, STEVE FU",30775000,25000000,Series B,23-05-2025,,,,,
POWERMAT PARTNERS LLC,Investing,powermat.com,NEW YORK,NY,10022,(212) 417-8210,2015,10,Mark Goldwasser,,10000000,10000000,Series A,16-06-2015,,,,,
POWERML INC,Other Technology,powerml.ai,PALO ALTO,CA,94306,(650) 272-4468,2022,3,"Gregory Diamos, Sharon Zhou",Michael Dauber,24970000,24970000,Series B,13-03-2024,4,0,100,141378,['Machine Learning Systems Engineer']
POWERONE CORP,Other Energy,powerone.ai,CHICAGO,IL,60654,(855) 711-7693,2012,13,"Dennis Locke, George Wahbeh, Jeffrey Moses, Rami Fawaz",,36000000,18000000,Pre-Seed,01-04-2014,,,,,
POWERREVIEWS INC,Other Technology,powerreviews.com,CHICAGO,IL,60602,(312) 447-6100,,,"Jillian Sheehan, Mark Dillon","Matt Moog, Paul Mariani, Peter Pederson, Ralph Terkowitz",7884666,7884666,Series A,15-10-2020,,,,,
POWERSCOUT INC,Other Technology,,PLEASANTON,CA,94566,(404) 668-2543,2015,10,"Attila Toth, Chris Bailey, Christopher Bailey","Kumar Dhuvur, Laszlo Bots",17837496,12837496,Series A,03-12-2018,,,,,
POWERSPIKE INC,Other,powerspike.com,BALLSTON SPA,NY,12020,(518) 681-6791,2018,7,Angelo Damiano,"Alex Tellez, Michael Gursha",1985000,1985000,Pre-Seed,24-06-2019,,,,,
POWERTOFLY INC,Other,powertofly.com,NEW YORK,NY,10003,(201) 374-0490,2014,11,"Katharine Zaleski, Milena Berry","Eric Chin, Gabby Contro, Katharine Zaleski, Nick Nocito",33499992,26999993,Series B,31-05-2022,,,,,
POWERVIA GROWTH & INCOME FUND I LLC,Investing,,HOUSTON,TX,77057,(281) 826-2570,2020,5,"Hinal Patel, Pritesh Shah, Ronak Patel",,,,,,,,,,
POWERVIA HORIZONS FUND I LLC,Investing,,HOUSTON,TX,77057,(281) 826-2570,2021,4,"Hinal Patel, Pritesh Shah, Ronak Patel",,,,,,,,,,
POWERVIA INNOVATIONS FUND I LLC,Investing,,HOUSTON,TX,77057,(281) 826-2570,2020,5,"Hinal Patel, Pritesh Shah, Ronak Patel",,,,,,,,,,
POWERVIA TECHNOLOGY FUND I A SERIES OF POWERVIA TECHNOLOGY VENTURES LLC A TX SERIES LLC,Investing,,HOUSTON,TX,77057,(281) 826-2570,2021,4,"Hinal Patel, Pritesh Shah, Ronak Patel",,,,,,,,,,
POWERVIA TECHNOLOGY FUND II A SERIES OF POWERVIA TECHNOLOGY VENTURES LLC A TX SERIES LLC,Investing,,HOUSTON,TX,77057,(281) 826-2570,2021,4,"Hinal Patel, Pritesh Shah, Ronak Patel",,,,,,,,,,
POWERVIA TECHNOLOGY VENTURES LLC,Investing,,HOUSTON,TX,77057,(281) 826-2570,2021,4,"Hinal Patel, Pritesh Shah, Ronak Patel",,,,,,,,,,
POWERVIA VENTURES LLC,Investing,powervia.com,HOUSTON,TX,77057,(281) 826-2570,2020,5,"Hinal Patel, Pritesh Shah, Ronak Patel",,,,,,,,,,
POWERVISION INC,Other Health Care,powervision.com,BELMONT,CA,94002,(650) 620-9948,,,"Barry Cheskin, Brian Flaherty, George Arieh Green, Henry Arieh Wu, S. Arieh Zak","Bryan Arieh Roberts, Drew Arieh Schiff, Lou Arieh Bock, Michael Arieh Carusi, Nathan Arieh Every, Renee Arieh Ryan",76000000,30000000,Seed,22-01-2014,,,,,
POWUR PBC,Other Energy,,DEL MAR,CA,92014,(480) 626-7056,,,"Dean Rosenberg, Jonathan Budd, Mike Lindmark","Bill Twist, Henrik Rosendahl, Paul Winnowski, Rick Hoskins",5000000,5000000,Seed,13-08-2021,,,,,
POWWOW ENERGY INC,Other Technology,powwowenergy.com,REDWOOD CITY,CA,94063,(415) 658-7125,2011,14,Olivier Jerphagnon,,1920279,1920279,Pre-Seed,23-12-2015,,,,,
POWWOW INC,Other,powwow.com,SAN FRANCISCO,CA,94122,(415) 515-4947,2012,13,"Andrew Cohen, Jonathan Kaplan, Kia Behnia","David Schwab, Julien Nguyen, Ken Berryman, Kia Behnia, Prabhu Goel",21941436,2250000,Pre-Seed,31-10-2017,,,,,
POZOTRON INC,Other Technology,pozotron.com,KIRKLAND,WA,98033,(734) 516-2404,2017,8,Jakub Poznanski,,1000000,1000000,Pre-Seed,10-12-2017,,,,,
PPC DISKOVER LLC,Other Technology,,HOUSTON,TX,77098,(713) 599-9921,2025,0,Drew Carden,"Jackson Fluor, Jason Kranitz",5000000,5000000,Series A,22-04-2025,,,,,
PPGE HEALTHCARE LP,Other Health Care,,SUGAR LAND,TX,77478,(954) 802-1197,2023,2,"Christopher Chambers, Durwesh Khalfe, Leighton Chang, Thomas Deon Warner, Zameer Upadhya",,5000000,5000000,Pre-Seed,10-04-2023,,,,,
PPI HOLDING COMPANY LLC,Other Technology,,MARLBOROUGH,MA,1752,(508) 251-8804,2014,11,"James Fitzgerald, Richard Fitzpatrick","Edward J Kenty, Richard J Williams, Thomas J Reardon",13000000,13000000,Series A,30-04-2014,,,,,
PPT HOLDINGS I LLC,Other,,CHICAGO,IL,60654,(312) 382-2200,2015,10,"Anthony N. Tricarichi, Christopher Adams, Elizabeth N. Dellinger","David A. Donnini, Edward A. Kenty, J. Ryan Carroll, Michael W. Choe, Pedro N. Vaz, William A. Berutti",4635000,4635000,Seed,31-12-2019,,,,,
PQ BYPASS INC,Other,pqbypass.com,Sunnyvale,CA,94086,(650) 962-4560,2009,16,"James Joye, Peter Wehrly, Richard Ferrari, Richard Lotti","Avi Kometz, Chris Owens, Daniel O'Mahony, David Neustaedter, James Joye, Kenneth Hayes, Richard Ferrari, Stan Rowe, Steven Hochberg",109348560,75248679,Series B,20-12-2018,,,,,
PQ SOLUTIONS COMPANY INC,Other Technology,,IRVINE,CA,92618,(949) 529-5518,2014,11,"Francois Huynh, Quan Nguyen",Julie Chau,1998000,1998000,Pre-Seed,12-11-2014,,,,,
PR 215 LLC,Investing,,CHICAGO,IL,60654,(561) 414-8216,2015,10,Peer Realty LLC Peer Realty LLC,,1800000,1800000,Pre-Seed,05-08-2015,,,,,
PR DEV LLC,Other,prdev.com,NEW YORK,NY,10019,(212) 307-0800,2023,2,Orin Wolf,,2000000,2000000,Pre-Seed,02-10-2023,,,,,
PR MUSICAL LLC,Other,prmusical.com,NEW YORK,NY,10019,(212) 307-0800,,,Orin Wolf,,,,,,,,,,
PRACTICALLY GREEN INC,Other,practically-green.com,BOSTON,MA,2111,(617) 531-8970,2010,15,Susan Hunt Stevens,"Anton Hunt Szpitalak, Janet Hunt Kraus, John Hunt Landry, William Hunt Wiehl",3000000,3000000,Seed,22-10-2012,,,,,
PRACTICE FUSION INC,Other Health Care,practicefusion.com,SAN FRANCISCO,CA,94103,(415) 346-7700,,,"Robert Park, Ryan Howard","Beth Seidenberg, Cora Tellez, Michael Harden",4596386,2500000,Seed,06-10-2014,,,,,
PRACTICE XYZ INC,Other Technology,,SAN FRANCISCO,CA,94105,(415) 570-9321,2015,10,"Freedman Paul, Jason Sanders","Emily Foote, Isaac Chalal, Joshua Cohen, Nick Hammerschlag",6645485,6645485,Series A,01-06-2016,,,,,
PRACTICINGEXCELLENCECOM INC,Other Health Care,,SAN DIEGO,CA,92127,(619) 272-2162,2012,13,"Stephen Beeson, Tim Sweeney","Carlisle Lewis, III, Steven Jackson, Tim Tompkins",1300000,1300000,Pre-Seed,10-08-2017,,,,,
PRACTIVATED INC,Other Technology,practivated.com,BERKELEY,CA,94702,(617) 447-1112,2025,0,Mallory Erickson,,1500000,1500000,Pre-Seed,21-02-2025,,,,,
PRADUX INC,Other Technology,,NEW YORK,NY,10016,(516) 316-7882,2012,13,Alexander Victor Koblenz,,1000000,1000000,Pre-Seed,16-02-2012,,,,,
PRAESIDIA BIOTHERAPEUTICS INC,Biotechnology,,ARLINGTON,MA,2476,(617) 977-5445,2021,4,"Pradip Majumder, Sohang Chatterjee","John Ripple, Martin Lehr, Shawn Titcomb",40000000,15000000,Series A,25-03-2024,,,,,
PRAESIDIO INC,Business Services,praesidio.com,DEL MAR,CA,92014,(858) 228-1903,2014,11,,Jeffrey Lunsford,5300000,5300000,Pre-Seed,01-12-2014,,,,,
PRAESIDIUM HOLDINGS INC,Other,,MARINA DEL REY,CA,90292,(424) 400-7444,2024,1,"Jeffrey R. Dorman, Jeremy R. Steinberg, Philip R. Liu",Andrew R. Tavakoli,,,,,,,,,
PRAGLI INC,Other Technology,,SAN FRANCISCO,CA,94114,(650) 995-3845,2020,5,"Douglas Steven Safreno, Vivek Steven Nair","Daniel Steven Liem, Jett Steven Fein, Kojo Steven Osei, Manu Steven Kumar",8239989,8239989,Series A,09-08-2024,,,,,
PRAGMA BIOSCIENCES INC,Biotechnology,,SAN CARLOS,CA,94070,(650) 479-5539,2018,7,"Ayin Vala, Kareem Barghouti, Kovi Bessoff, Peter McCaffrey",Nicholas Shekderdemian,20038050,20038050,Series A,25-08-2022,,,,,
PRAGMA INC (DE),Other,,LOS ANGELES,CA,90017,(919) 280-1378,,,Brian Conyer,"Barbara Thomas, Craig Lee, Jihye Shin, Stephen Mangano",4594704,4594704,Seed,11-11-2020,14,2,87.5,115000,"['Infrastructure Engineer', 'Integration Architect', 'Manager - Computer Systems Engineers/Architects', 'Sterling Integrator Engineer', 'Technology Consultant']"
PRAGYA SYSTEMS CORP,Other Technology,pragyasystems.com,CAMBRIDGE,MA,2142,(617) 871-9783,,,"Ajay Sharda, Ramji Raghavan",,1676342,1676342,Pre-Seed,30-11-2012,,,,,
PRAIA HEALTH INC,Other Technology,praiahealth.com,Chicago,IL,60614,(312) 933-3851,2023,2,Justin Dearborn,"Navid Farzad, Sara Vaezy, Yuanling Yuan",19999996,19999996,Series B,01-04-2024,,,,,
PRAIRIE DOG PET PRODUCTS LLC,Manufacturing,prairiedogpetproducts.com,GRAND PRAIRIE,TX,75050,(972) 606-9050,2014,11,"Claudia Gutierrez, Ira Goldfarb, Jessica Berger",,24937000,9937000,Pre-Seed,19-07-2016,,,,,
PRAIRIE FARMS DAIRY INC,Other,,EDWARDSVILLE,IL,62025,(618) 659-5700,,,"Alan Wayne Winfrey, Brad Randall Suhling, Brent Raymond Krebs, Byron Scott Deakin, Chris Daniel Hoeger, David Edward Lattan, David Randall Phaup, Douglas Robert Carroll, Edward Lynn Mullins, Gary Dean Lee, Gary Lewis Aggus, Gary Michael Davis, Harold Leroy Papen, Jason Howard Geminn, Mike Dean Christensen, Ray Newton Silvey, Rebecca May Leinenbach, Roger Eugene Hafner, William Lawrence Wilberding","Alan Wayne Kuehnert, Anthony Dean Siddens, Boyd Edward Schaufelberger, Bruce Edward Schneider, Bryan Joseph Henrichs, Craig Robert Meng, Dan Wayne Duitscher, David Lee Serven, David Lee Severn, David Orlo Ruppert, Derek Dorn England, Donald Thomas Mackinson, Gretl Jean Schlatter, Jeff Raymond Dresser, John Lynn Schoen, Kasper Daniel Koch, Kenneth Raymond Koch, Luke Eugene Haywood, Paul Edward Schallberger, Somula Dawn Schwoeppe, Tom Allen Oberhaus",,,,,,,,,
PRAIRIE GOLD INC,Other Technology,prairie-gold.com,BLOOMINGTON,IL,61704,(309) 661-4280,,,"John Adams, Philip Shane, Stanley Blunier","Floyd Shultz, James Rapp, Roger Hubele",4000000,4000000,Seed,15-04-2015,,,,,
PRANA BIOSCIENCES INC,Biotechnology,pranabiosciences.com,WORCESTER,MA,01605-2662,(732) 429-4064,2022,3,Scott Thomas Willey,,3000000,3000000,Pre-Seed,03-05-2024,,,,,
PRANA ESSENTIALS INC,Other Health Care,prana-essentials.com,IRVING,TX,75038,(817) 798-3400,2011,14,"Bruce Ian Vermeulen, Yaron Meerfeld",,1500000,1500000,Pre-Seed,12-03-2015,,,,,
PRANA THERAPIES INC,Biotechnology,,ENCINITAS,CA,92024,(858) 208-0193,2024,1,"Miguel Sanjuan, Sheila Gujrathi",,9000000,9000000,Series A,30-05-2024,,,,,
PRANA THORACIC INC,Other Health Care,,HOUSTON,TX,77021,(832) 729-1229,2022,3,"Edward M Boyle, Joanna C Nathan, Joanna Nathan","Ed Boyle, Micheal C Haimour, Micheal Haimour, Sean Churchill",10700000,2000000,Pre-Seed,24-03-2025,,,,,
PRANALYTICA INC,Other Technology,,SANTA MONIA,CA,90401,(310) 458-3345,,,"C. Kumar Patel, Francis X. McGuire","Jay Sethuram, Navin Doshi, Raj Parekh",1700000,1700000,Pre-Seed,03-03-2015,,,,,
PRANAX CORP,Biotechnology,pranax.com,PINEHURST,TX,77362,(201) 245-0203,2023,2,Steven Greco,,15000000,15000000,Series A,18-12-2023,,,,,
PRAVANA CAPITAL PARTNERS FUND I LP,Investing,,SAN FRANCISCO,CA,94118,(714) 926-3199,2022,3,"Amir Gupta, Austin Klar",,25000000,25000000,Seed,13-06-2022,,,,,
PRAXIS LABS INC,Other Technology,praxis-labs.com,BROOKLYN,NY,11217,(848) 257-5338,2019,6,"Elise Smith, Heather Shen",Jeffrey Crowe,18709087,18709087,Series B,20-07-2021,4,0,100,133000,['Interactive Engineer']
PRAXIS PRECISION MEDICINES INC,Pharmaceuticals,,CAMBRIDGE,MA,2142,(617) 949-2220,2015,10,"KIRAN REDDY, Kiran Reddy, STUART CHAFFEE, Stuart D. Chaffee","Alfred G. Sandrock, Jr., NICHOLAS GALAKATOS, Nicholas G. Galakatos, PAUL MEDEIROS, STEFAN VITOROVIC, THOMAS DYRBERG, WILLIAM YOUNG, William D. Young",64091943,9999998,Series A,18-06-2019,,,,,
PRAXIS SOLUTIONS INC,Other Technology,praxissolutions.com,West Hollywood,CA,90069,(619) 210-2870,,,"Navid J. Alipour, William E. J. Dwyer, III","David J. Freniere, Dominic J. Janssens, Henrik J. Christensen, Richard J. Goldman",5000000,5000000,Pre-Seed,12-07-2024,,,,,
PRDS HOLDINGS LLC,Other,,NEW YORK,NY,10036,(646) 502-3300,2021,4,"Andrew Brown, Jonathan Kelemen, Paul Sheils",Andrew Marolda,50475000,2300000,Seed,13-01-2023,,,,,
PRE BRANDS LLC,Other,,CHICAGO,IL,60606,(844) 773-3863,2012,13,"DAVID MELTZER, JASON PINTER, KEVIN PONTICELLI, Lenny Lebovich, MATT JACKSON, NICOLE SCHUMACHER, PATRICIA WILLMOT, Patrick Cascarano, RYAN YOUNGMAN, Tracy Sinclair","JEFFREY KLUNZINGER, Jeffrey Klunzinger, NEIL COX, PHIL PELLEGRINO, PHILIP PELLEGRINO, STEVE JUNGMANN, TOM CORLEY",10000000,2500000,Pre-Seed,24-04-2020,,,,,
PRE HEALTH TECHNOLOGY INC,Other Health Care,,NEWTON,MA,2468,(617) 501-6112,2020,5,Paul Jin,,7100000,7100000,Series A,07-09-2022,,,,,
PRE PRODUCTION CAPITAL LLC,Other,pre-production.com,LOS ANGELES,CA,90068,(310) 770-8722,2017,8,Kevin Robl,,10000000,10000000,Seed,28-02-2018,,,,,
PREACHER'S WIFE DEVELOPMENT LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 221-1122,2023,2,"Hunter Arnold, LLC TBD Creative",,4800000,4800000,Pre-Seed,24-01-2024,,,,,
PREACT INC,Other Technology,preact.co,SAN FRANCISCO,CA,94107,(415) 231-6205,2012,13,"Christopher Gooley, Ujjal Kohli","Chuck Dietrich, Karan Mehandru, Prakash Ramamurthy",12127146,7000000,Series A,29-05-2015,,,,,
PREALIZE HEALTH INC,Other Technology,prealizehealth.com,San Mateo,CA,94402,(415) 438-3300,,,"John Park, Kyle Raffaniello, Linda Hand","John Doerr, Kent Marquardt, Mark Smith, Nigam Shah, Thomas McKinley",21155405,10000001,Series A,15-11-2023,,,,,
PRECEDENT LABS INC,Other Technology,precedentlabs.com,SAN FRANCISCO,CA,94108,(408) 372-7075,2023,2,"Christopher Dzoba, Nimesh Gupta",,3499999,3499999,Seed,14-05-2024,,,,,
PRECIATE INC,Other,preciate.com,DALLAS,TX,75201,(805) 234-1031,2017,8,"David Fred Morrison, Ed Stevens, Edward Allen Stevens",,13915796,11415796,Series A,02-12-2022,,,,,
PRECIDIAG INC,Biotechnology,precidiag.com,WATERTOWN,MA,2472,(508) 930-9094,,,Nigel MacClancy,"Bing Feng, Dong Kong",5000000,5000000,Seed,09-09-2022,,,,,
PRECISE LIGHT SURGICAL INC,Other,,CAMPBELL,CA,95008,(408) 739-5605,,,"Johnathan Whitehouse, Ken Arnold, Richard Nash","John Friedman, John Guo, John Scull, Marc Russo, Peter Hadrovic, Peter Scull, Willem Volschenk",16975140,3000000,Pre-Seed,09-11-2020,,,,,
PRECISE REAL ESTATE SOLUTIONS INC,Computers,,LOS ANGELES,CA,90025,(310) 499-4144,2013,12,"GUY LIVNEH, Guy Livneh, MARK DORNER, MICHAEL WEINTRAUB, Mark Dorner, SCOTT TIBBETTS, Scott Tibbetts, YANIR RAM, Yanir Ram","Howard Mergelkamp, Jeffrey Tennyson",1899998,1899998,Pre-Seed,24-02-2016,,,,,
PRECISEDX INC,Other Health Care,precisedx.com,NEW YORK,NY,10019,(646) 818-9330,2020,5,"Edward Joseph Sitar, Eric Converse, Wayne Brinster","Eric Converse, Erik Lium, Michael Hennessy Jr., Molly Harper, Paul Roma, Westley Dupray",43220678,15000000,Series A,28-05-2025,,,,,
